Match_ID,Season,Date,Venue,Team1,Team2,Toss_Winner,Toss_Decision,Winner,Team1_Score,Team2_Score,Highest_Scorer,Highest_Runs,Best_Bowler,Wickets,Player_of_Match,Fours,Sixes,Extras,Weather
515,2021,8/29/2019,Chinnaswamy,LSG,MI,MI,Field,LSG,178,107,Jos Buttler,85,Rashid Khan,5,Jos Buttler,10,70,13,Clear
516,2022,8/30/2019,Chinnaswamy,CSK,RCB,RCB,Bat,CSK,231,218,Jasprit Bumrah,95,Bumrah,6,Jasprit Bumrah,12,83,21,Cloudy
517,2023,8/31/2019,Narendra Modi,SRH,DC,DC,Field,SRH,237,156,Jasprit Bumrah,60,Chahal,6,MS Dhoni,23,67,11,Cloudy
518,2024,9/1/2019,Narendra Modi,CSK,DC,CSK,Field,CSK,203,203,Rashid Khan,38,Shami,6,Virat Kohli,16,119,13,Sunny
519,2025,9/2/2019,Chinnaswamy,MI,PBKS,MI,Bat,MI,153,106,Suryakumar Yadav,111,Rashid Khan,1,Jasprit Bumrah,13,100,9,Sunny
520,2018,9/3/2019,Arun Jaitley,CSK,RR,CSK,Field,RR,128,186,Rohit Sharma,97,Narine,3,Rohit Sharma,21,50,10,Cloudy
521,2019,9/4/2019,Chinnaswamy,MI,RCB,RCB,Bat,MI,158,139,Virat Kohli,127,Siraj,5,Virat Kohli,16,120,14,Sunny
522,2020,9/5/2019,Chepauk,GT,CSK,CSK,Field,GT,231,208,Virat Kohli,85,Bumrah,5,Virat Kohli,13,41,9,Cloudy
523,2021,9/6/2019,Chepauk,RCB,LSG,LSG,Field,RCB,184,149,Shubman Gill,117,Bumrah,5,Shubman Gill,9,120,18,Sunny
524,2022,9/7/2019,Arun Jaitley,KKR,RCB,KKR,Bat,KKR,171,124,Yuzvendra Chahal,73,Rabada,1,Yuzvendra Chahal,9,96,8,Sunny
525,2023,9/8/2019,Narendra Modi,DC,RR,DC,Bat,RR,192,196,MS Dhoni,88,Shami,1,MS Dhoni,18,112,15,Clear
526,2024,9/9/2019,Chepauk,KKR,SRH,SRH,Bat,SRH,133,226,Virat Kohli,90,Narine,5,Yuzvendra Chahal,15,106,10,Sunny
527,2025,9/10/2019,Eden Gardens,RR,PBKS,RR,Bat,RR,202,201,Shubman Gill,46,Siraj,5,Shubman Gill,11,115,15,Cloudy
528,2018,9/11/2019,Chepauk,LSG,GT,GT,Field,LSG,162,105,Yuzvendra Chahal,100,Rashid Khan,6,Rashid Khan,12,53,18,Sunny
529,2019,9/12/2019,Wankhede,KKR,SRH,KKR,Bat,SRH,166,218,KL Rahul,93,Shami,5,KL Rahul,23,63,9,Sunny
530,2020,9/13/2019,Chepauk,DC,LSG,DC,Field,DC,159,149,Suryakumar Yadav,82,Shami,3,KL Rahul,10,120,12,Cloudy
531,2021,9/14/2019,Chepauk,LSG,CSK,CSK,Bat,CSK,192,204,Jos Buttler,31,Siraj,2,Jos Buttler,16,64,8,Cloudy
532,2022,9/15/2019,Wankhede,GT,PBKS,PBKS,Field,GT,194,165,Suryakumar Yadav,103,Chahal,6,Suryakumar Yadav,8,65,13,Cloudy
533,2023,9/16/2019,Wankhede,LSG,SRH,SRH,Field,LSG,231,227,Virat Kohli,120,Shami,4,Virat Kohli,21,114,9,Sunny
534,2024,9/17/2019,Chinnaswamy,LSG,MI,LSG,Field,MI,162,167,Rashid Khan,43,Bumrah,3,Rohit Sharma,25,43,20,Clear
535,2025,9/18/2019,Chepauk,RCB,GT,RCB,Field,GT,136,209,Rashid Khan,112,Rabada,1,Rashid Khan,24,81,22,Sunny
536,2018,9/19/2019,Arun Jaitley,CSK,LSG,CSK,Bat,LSG,186,205,Yuzvendra Chahal,70,Arshdeep,1,Yuzvendra Chahal,13,86,22,Sunny
537,2019,9/20/2019,Chepauk,RCB,CSK,CSK,Bat,CSK,187,189,Suryakumar Yadav,31,Rabada,4,Jasprit Bumrah,12,64,10,Clear
538,2020,9/21/2019,Eden Gardens,KKR,RR,RR,Field,RR,179,205,Virat Kohli,117,Narine,4,Virat Kohli,8,74,22,Clear
539,2021,9/22/2019,Wankhede,RCB,CSK,CSK,Field,CSK,134,182,Rashid Khan,72,Arshdeep,4,Rashid Khan,23,109,13,Cloudy
540,2022,9/23/2019,Eden Gardens,GT,KKR,KKR,Field,GT,155,112,Shubman Gill,100,Shami,2,KL Rahul,13,110,13,Clear
541,2023,9/24/2019,Eden Gardens,GT,LSG,LSG,Field,GT,235,171,Shubman Gill,38,Narine,2,Virat Kohli,13,61,15,Cloudy
542,2024,9/25/2019,Chepauk,DC,PBKS,DC,Bat,DC,136,116,Jos Buttler,79,Rabada,5,Jos Buttler,15,108,8,Clear
543,2025,9/26/2019,Chinnaswamy,RR,MI,MI,Bat,RR,229,209,Suryakumar Yadav,42,Rashid Khan,1,Suryakumar Yadav,21,66,22,Sunny
544,2018,9/27/2019,Narendra Modi,KKR,RR,RR,Field,RR,130,181,Virat Kohli,92,Rabada,6,Jos Buttler,11,88,11,Sunny
545,2019,9/28/2019,Wankhede,RR,RCB,RR,Field,RR,182,100,Shubman Gill,71,Rashid Khan,6,Shubman Gill,22,101,12,Cloudy
546,2020,9/29/2019,Eden Gardens,GT,LSG,LSG,Bat,LSG,200,203,Jasprit Bumrah,54,Arshdeep,4,Jasprit Bumrah,11,117,18,Sunny
547,2021,9/30/2019,Chinnaswamy,RCB,SRH,SRH,Field,RCB,209,104,MS Dhoni,41,Narine,6,MS Dhoni,24,70,12,Sunny
548,2022,10/1/2019,Chepauk,KKR,RR,RR,Bat,KKR,198,115,Jasprit Bumrah,101,Rashid Khan,5,Jasprit Bumrah,17,96,12,Clear
549,2023,10/2/2019,Narendra Modi,RCB,CSK,CSK,Field,RCB,233,130,Virat Kohli,60,Bumrah,3,Virat Kohli,12,92,21,Cloudy
550,2024,10/3/2019,Chinnaswamy,GT,KKR,KKR,Bat,GT,184,157,Rohit Sharma,113,Rashid Khan,4,Rohit Sharma,25,63,17,Clear
551,2025,10/4/2019,Chinnaswamy,SRH,LSG,LSG,Field,LSG,149,172,Virat Kohli,106,Arshdeep,6,Virat Kohli,8,104,9,Cloudy
552,2018,10/5/2019,Eden Gardens,CSK,LSG,LSG,Bat,LSG,125,126,Suryakumar Yadav,66,Bumrah,4,Virat Kohli,23,110,10,Cloudy
553,2019,10/6/2019,Eden Gardens,CSK,SRH,SRH,Field,SRH,137,181,Rashid Khan,35,Siraj,4,Rashid Khan,16,107,10,Sunny
554,2020,10/7/2019,Eden Gardens,LSG,SRH,SRH,Field,LSG,228,210,Shubman Gill,125,Shami,4,Rashid Khan,14,77,19,Cloudy
555,2021,10/8/2019,Eden Gardens,KKR,LSG,KKR,Bat,KKR,236,112,MS Dhoni,43,Rashid Khan,2,MS Dhoni,19,52,9,Clear
556,2022,10/9/2019,Narendra Modi,RCB,DC,DC,Bat,DC,151,162,KL Rahul,101,Rabada,1,KL Rahul,11,48,22,Sunny
557,2023,10/10/2019,Arun Jaitley,RCB,LSG,LSG,Bat,RCB,153,122,KL Rahul,130,Narine,6,KL Rahul,14,74,13,Clear
558,2024,10/11/2019,Eden Gardens,MI,LSG,LSG,Bat,MI,205,134,Shubman Gill,126,Siraj,3,Shubman Gill,13,55,14,Clear
559,2025,10/12/2019,Chinnaswamy,PBKS,DC,DC,Field,DC,135,229,Jasprit Bumrah,85,Chahal,2,MS Dhoni,24,41,10,Cloudy
560,2018,10/13/2019,Eden Gardens,PBKS,LSG,PBKS,Bat,LSG,138,209,Rohit Sharma,57,Rabada,6,Jasprit Bumrah,12,87,13,Cloudy
561,2019,10/14/2019,Wankhede,CSK,LSG,LSG,Field,CSK,219,180,Suryakumar Yadav,71,Narine,6,Suryakumar Yadav,11,86,20,Clear
562,2020,10/15/2019,Eden Gardens,RR,LSG,LSG,Field,RR,146,145,Rohit Sharma,78,Shami,3,Rohit Sharma,10,71,15,Sunny
563,2021,10/16/2019,Arun Jaitley,GT,RR,GT,Field,GT,201,196,Shubman Gill,101,Arshdeep,6,Shubman Gill,19,91,12,Sunny
564,2022,10/17/2019,Narendra Modi,SRH,DC,SRH,Field,SRH,167,107,Jasprit Bumrah,64,Rashid Khan,4,Jasprit Bumrah,17,52,17,Clear
565,2023,10/18/2019,Eden Gardens,DC,KKR,DC,Field,DC,160,145,KL Rahul,106,Narine,5,KL Rahul,19,98,10,Cloudy
566,2024,10/19/2019,Chinnaswamy,GT,RCB,GT,Field,GT,204,124,Rohit Sharma,46,Narine,5,Rashid Khan,15,81,18,Sunny
567,2025,10/20/2019,Chinnaswamy,CSK,SRH,CSK,Field,CSK,150,134,Jos Buttler,92,Rashid Khan,5,Jos Buttler,11,59,18,Clear
568,2018,10/21/2019,Chepauk,SRH,RCB,SRH,Field,RCB,188,226,KL Rahul,88,Narine,2,KL Rahul,22,90,14,Sunny
569,2019,10/22/2019,Chinnaswamy,RCB,PBKS,PBKS,Bat,RCB,228,128,Suryakumar Yadav,108,Rabada,3,Suryakumar Yadav,16,45,18,Cloudy
570,2020,10/23/2019,Eden Gardens,SRH,LSG,SRH,Field,SRH,129,120,Jasprit Bumrah,75,Arshdeep,3,Jasprit Bumrah,10,71,14,Clear
571,2021,10/24/2019,Wankhede,KKR,LSG,LSG,Field,KKR,179,177,Rashid Khan,108,Arshdeep,5,Rashid Khan,24,109,21,Sunny
572,2022,10/25/2019,Chinnaswamy,KKR,GT,GT,Field,GT,122,169,Virat Kohli,51,Shami,1,Virat Kohli,13,82,21,Sunny
573,2023,10/26/2019,Chinnaswamy,RCB,PBKS,PBKS,Bat,PBKS,164,165,Rashid Khan,113,Bumrah,3,Rashid Khan,16,89,9,Clear
574,2024,10/27/2019,Wankhede,MI,SRH,MI,Field,SRH,152,192,Rashid Khan,59,Shami,6,Rashid Khan,25,58,12,Clear
575,2025,10/28/2019,Chinnaswamy,LSG,PBKS,PBKS,Bat,LSG,142,129,Virat Kohli,70,Siraj,3,Virat Kohli,23,90,16,Sunny
576,2018,10/29/2019,Narendra Modi,RR,SRH,RR,Field,RR,174,134,Yuzvendra Chahal,122,Arshdeep,1,Yuzvendra Chahal,15,114,8,Cloudy
577,2019,10/30/2019,Arun Jaitley,GT,CSK,CSK,Field,GT,155,149,Rashid Khan,104,Rabada,3,Rashid Khan,12,61,9,Clear
578,2020,10/31/2019,Wankhede,CSK,KKR,KKR,Field,CSK,163,150,KL Rahul,74,Siraj,4,KL Rahul,14,43,21,Cloudy
579,2021,11/1/2019,Wankhede,SRH,GT,GT,Field,GT,140,164,Rashid Khan,42,Chahal,3,Rashid Khan,20,71,19,Sunny
580,2022,11/2/2019,Narendra Modi,RR,GT,GT,Bat,RR,192,171,KL Rahul,63,Siraj,5,KL Rahul,8,41,19,Sunny
581,2023,11/3/2019,Chinnaswamy,CSK,MI,CSK,Bat,CSK,208,172,MS Dhoni,45,Arshdeep,3,MS Dhoni,14,115,9,Clear
582,2024,11/4/2019,Chinnaswamy,LSG,DC,DC,Field,LSG,193,173,Rashid Khan,111,Rabada,1,Rashid Khan,15,119,20,Clear
583,2025,11/5/2019,Chinnaswamy,CSK,SRH,CSK,Bat,CSK,215,108,Yuzvendra Chahal,48,Shami,6,Yuzvendra Chahal,18,90,20,Clear
584,2018,11/6/2019,Wankhede,RCB,KKR,KKR,Field,RCB,215,131,Suryakumar Yadav,87,Bumrah,6,Suryakumar Yadav,21,59,10,Cloudy
585,2019,11/7/2019,Chepauk,CSK,PBKS,CSK,Field,CSK,218,166,Jasprit Bumrah,89,Bumrah,5,Rohit Sharma,10,93,21,Sunny
586,2020,11/8/2019,Chinnaswamy,RCB,KKR,KKR,Field,RCB,144,142,Rohit Sharma,115,Chahal,3,Rohit Sharma,16,103,22,Sunny
587,2021,11/9/2019,Chinnaswamy,MI,PBKS,MI,Field,MI,143,130,Jos Buttler,127,Chahal,6,Jos Buttler,19,61,17,Clear
588,2022,11/10/2019,Narendra Modi,LSG,RR,LSG,Field,RR,207,224,Shubman Gill,111,Rabada,1,Shubman Gill,14,65,12,Cloudy
589,2023,11/11/2019,Arun Jaitley,RR,KKR,KKR,Bat,KKR,173,195,Shubman Gill,43,Rashid Khan,6,Jasprit Bumrah,24,115,21,Sunny
590,2024,11/12/2019,Narendra Modi,PBKS,RCB,PBKS,Field,PBKS,219,122,KL Rahul,51,Arshdeep,1,KL Rahul,18,104,19,Clear
591,2025,11/13/2019,Narendra Modi,MI,SRH,MI,Field,SRH,149,187,Rashid Khan,105,Chahal,6,Rashid Khan,25,114,20,Sunny
592,2018,11/14/2019,Chepauk,LSG,CSK,LSG,Bat,LSG,193,136,Virat Kohli,101,Rashid Khan,3,Virat Kohli,10,70,15,Sunny
593,2019,11/15/2019,Narendra Modi,SRH,CSK,SRH,Field,SRH,237,125,KL Rahul,51,Shami,1,Jos Buttler,10,55,17,Sunny
594,2020,11/16/2019,Eden Gardens,KKR,RCB,RCB,Bat,KKR,124,104,Shubman Gill,118,Bumrah,2,Shubman Gill,17,107,16,Clear
595,2021,11/17/2019,Chepauk,PBKS,RR,PBKS,Bat,PBKS,183,129,Rashid Khan,125,Rashid Khan,3,Rashid Khan,11,88,13,Clear
596,2022,11/18/2019,Chinnaswamy,MI,RCB,RCB,Field,MI,176,160,Jos Buttler,81,Bumrah,4,Jos Buttler,25,89,15,Sunny
597,2023,11/19/2019,Eden Gardens,SRH,MI,SRH,Bat,SRH,223,212,Rashid Khan,97,Bumrah,1,Shubman Gill,25,71,8,Sunny
598,2024,11/20/2019,Eden Gardens,RCB,MI,RCB,Field,MI,135,208,Virat Kohli,71,Bumrah,3,Virat Kohli,13,56,15,Clear
599,2025,11/21/2019,Eden Gardens,SRH,RCB,RCB,Field,RCB,142,230,Rashid Khan,89,Bumrah,6,Rashid Khan,8,90,22,Cloudy
600,2018,11/22/2019,Chinnaswamy,MI,SRH,MI,Bat,MI,200,155,Virat Kohli,109,Shami,6,Rohit Sharma,10,80,20,Sunny
601,2019,11/23/2019,Eden Gardens,RR,SRH,SRH,Field,RR,210,170,MS Dhoni,93,Rabada,2,MS Dhoni,9,58,13,Sunny
602,2020,11/24/2019,Narendra Modi,DC,PBKS,DC,Bat,PBKS,149,152,Yuzvendra Chahal,51,Narine,4,Suryakumar Yadav,9,119,19,Cloudy
603,2021,11/25/2019,Chepauk,KKR,RCB,KKR,Field,KKR,163,159,Rohit Sharma,32,Chahal,3,Rohit Sharma,19,102,15,Clear
604,2022,11/26/2019,Arun Jaitley,RR,CSK,CSK,Bat,RR,196,113,Yuzvendra Chahal,36,Siraj,4,Yuzvendra Chahal,23,56,21,Clear
605,2023,11/27/2019,Arun Jaitley,RCB,SRH,RCB,Bat,RCB,215,147,MS Dhoni,60,Bumrah,4,KL Rahul,11,42,16,Sunny
606,2024,11/28/2019,Chepauk,CSK,KKR,CSK,Bat,CSK,151,145,KL Rahul,117,Arshdeep,5,KL Rahul,22,98,11,Cloudy
607,2025,11/29/2019,Chinnaswamy,GT,MI,GT,Bat,MI,134,223,MS Dhoni,65,Siraj,2,MS Dhoni,17,115,16,Clear
608,2018,11/30/2019,Chinnaswamy,SRH,MI,SRH,Field,MI,195,219,Jos Buttler,107,Rabada,2,MS Dhoni,9,65,13,Clear
609,2019,12/1/2019,Wankhede,GT,KKR,KKR,Bat,KKR,123,202,Suryakumar Yadav,107,Narine,2,Suryakumar Yadav,16,100,20,Cloudy
610,2020,12/2/2019,Wankhede,SRH,LSG,LSG,Bat,SRH,176,158,MS Dhoni,130,Rabada,3,MS Dhoni,15,87,20,Sunny
611,2021,12/3/2019,Eden Gardens,GT,RR,RR,Field,RR,156,178,Jasprit Bumrah,51,Arshdeep,4,Jasprit Bumrah,9,111,10,Sunny
612,2022,12/4/2019,Eden Gardens,MI,CSK,CSK,Bat,MI,225,169,Shubman Gill,67,Rashid Khan,6,Shubman Gill,25,77,11,Clear
613,2023,12/5/2019,Eden Gardens,RR,LSG,RR,Bat,RR,206,141,Jos Buttler,57,Rabada,3,Jos Buttler,20,107,13,Cloudy
614,2024,12/6/2019,Narendra Modi,GT,CSK,CSK,Field,GT,229,121,Virat Kohli,66,Siraj,1,Virat Kohli,23,42,15,Cloudy
615,2025,12/7/2019,Chepauk,RR,PBKS,PBKS,Field,RR,183,108,Virat Kohli,46,Arshdeep,5,Rashid Khan,17,85,22,Clear
616,2018,12/8/2019,Wankhede,RR,CSK,RR,Field,CSK,172,193,Virat Kohli,35,Chahal,1,Rashid Khan,17,82,12,Sunny
617,2019,12/9/2019,Eden Gardens,PBKS,DC,PBKS,Bat,DC,127,218,Virat Kohli,107,Bumrah,6,Shubman Gill,9,42,12,Cloudy
618,2020,12/10/2019,Wankhede,KKR,SRH,SRH,Field,KKR,240,117,MS Dhoni,126,Shami,4,MS Dhoni,23,71,13,Clear
619,2021,12/11/2019,Chepauk,RCB,GT,GT,Field,GT,164,185,Shubman Gill,34,Chahal,5,Shubman Gill,14,109,17,Clear
620,2022,12/12/2019,Eden Gardens,RCB,RR,RR,Field,RCB,188,166,Rashid Khan,100,Rashid Khan,6,Rashid Khan,21,101,22,Sunny
621,2023,12/13/2019,Arun Jaitley,PBKS,RR,RR,Field,PBKS,231,195,MS Dhoni,71,Bumrah,6,MS Dhoni,18,63,18,Sunny
622,2024,12/14/2019,Eden Gardens,SRH,RCB,RCB,Field,SRH,139,101,Suryakumar Yadav,113,Rabada,6,Suryakumar Yadav,25,80,22,Sunny
623,2025,12/15/2019,Narendra Modi,RCB,KKR,KKR,Bat,RCB,207,156,Shubman Gill,89,Arshdeep,3,Shubman Gill,18,120,8,Sunny
624,2018,12/16/2019,Arun Jaitley,PBKS,MI,PBKS,Bat,PBKS,230,152,Rashid Khan,99,Chahal,1,Rashid Khan,16,89,16,Clear
625,2019,12/17/2019,Chinnaswamy,GT,RCB,RCB,Bat,RCB,198,210,Jasprit Bumrah,125,Rabada,6,Jasprit Bumrah,16,47,11,Cloudy
626,2020,12/18/2019,Arun Jaitley,RR,CSK,RR,Bat,RR,163,151,Rohit Sharma,109,Rashid Khan,6,Rohit Sharma,12,67,17,Cloudy
627,2021,12/19/2019,Eden Gardens,DC,PBKS,DC,Bat,PBKS,213,219,Yuzvendra Chahal,33,Bumrah,5,Yuzvendra Chahal,12,115,14,Sunny
628,2022,12/20/2019,Wankhede,PBKS,MI,MI,Bat,PBKS,227,189,Jasprit Bumrah,51,Rabada,3,Jasprit Bumrah,24,101,13,Cloudy
629,2023,12/21/2019,Eden Gardens,GT,DC,DC,Field,GT,140,121,Rashid Khan,107,Rabada,4,Rashid Khan,19,69,9,Sunny
630,2024,12/22/2019,Narendra Modi,CSK,GT,CSK,Bat,GT,141,188,Suryakumar Yadav,120,Rashid Khan,2,Suryakumar Yadav,25,87,22,Clear
631,2025,12/23/2019,Narendra Modi,KKR,SRH,SRH,Field,SRH,170,208,Suryakumar Yadav,115,Narine,1,Suryakumar Yadav,9,79,20,Clear
632,2018,12/24/2019,Arun Jaitley,MI,RR,MI,Field,RR,163,181,Jos Buttler,73,Siraj,4,Jos Buttler,25,65,21,Sunny
633,2019,12/25/2019,Chinnaswamy,RR,PBKS,PBKS,Field,PBKS,149,178,MS Dhoni,116,Rashid Khan,5,Jasprit Bumrah,15,57,16,Sunny
634,2020,12/26/2019,Narendra Modi,KKR,MI,KKR,Bat,KKR,219,152,Shubman Gill,49,Shami,3,Virat Kohli,20,108,22,Cloudy
635,2021,12/27/2019,Chinnaswamy,SRH,DC,SRH,Bat,SRH,237,118,MS Dhoni,106,Rabada,3,Rohit Sharma,20,49,15,Sunny
636,2022,12/28/2019,Eden Gardens,RCB,RR,RR,Field,RR,184,214,MS Dhoni,39,Rabada,4,MS Dhoni,13,64,22,Cloudy
637,2023,12/29/2019,Chinnaswamy,KKR,GT,KKR,Bat,KKR,145,110,Jos Buttler,107,Chahal,5,Jos Buttler,13,88,19,Cloudy
638,2024,12/30/2019,Arun Jaitley,SRH,DC,SRH,Field,SRH,202,182,Rashid Khan,30,Rashid Khan,1,Rashid Khan,13,101,9,Cloudy
639,2025,12/31/2019,Narendra Modi,LSG,RR,RR,Bat,LSG,192,152,Shubman Gill,46,Bumrah,5,Shubman Gill,21,100,10,Cloudy
640,2018,1/1/2020,Narendra Modi,RCB,LSG,RCB,Field,LSG,146,180,MS Dhoni,84,Narine,6,MS Dhoni,8,96,13,Sunny
641,2019,1/2/2020,Chinnaswamy,GT,RCB,RCB,Bat,RCB,160,224,KL Rahul,111,Siraj,3,Jos Buttler,19,120,14,Sunny
642,2020,1/3/2020,Wankhede,RCB,LSG,RCB,Field,RCB,221,131,MS Dhoni,70,Shami,1,MS Dhoni,23,43,16,Clear
643,2021,1/4/2020,Chinnaswamy,PBKS,DC,PBKS,Bat,DC,192,226,MS Dhoni,73,Rashid Khan,3,MS Dhoni,11,104,11,Sunny
644,2022,1/5/2020,Chinnaswamy,KKR,RCB,RCB,Field,KKR,159,106,Yuzvendra Chahal,76,Chahal,5,KL Rahul,23,110,15,Cloudy
645,2023,1/6/2020,Arun Jaitley,LSG,MI,MI,Bat,MI,168,201,Rashid Khan,102,Rabada,4,Rashid Khan,10,43,20,Clear
646,2024,1/7/2020,Wankhede,RR,KKR,KKR,Field,RR,188,135,Virat Kohli,34,Rabada,3,Virat Kohli,24,92,19,Cloudy
647,2025,1/8/2020,Chinnaswamy,SRH,DC,SRH,Field,SRH,228,126,Rashid Khan,118,Rashid Khan,1,Rashid Khan,16,106,14,Cloudy
648,2018,1/9/2020,Wankhede,RCB,GT,GT,Bat,GT,166,179,Yuzvendra Chahal,34,Arshdeep,5,Shubman Gill,24,72,21,Cloudy
649,2019,1/10/2020,Narendra Modi,PBKS,LSG,LSG,Bat,LSG,153,230,Jos Buttler,41,Arshdeep,2,Jos Buttler,8,87,11,Sunny
650,2020,1/11/2020,Chinnaswamy,PBKS,SRH,PBKS,Field,SRH,137,148,MS Dhoni,46,Shami,1,MS Dhoni,14,119,18,Cloudy
651,2021,1/12/2020,Chinnaswamy,GT,LSG,LSG,Field,GT,171,169,Suryakumar Yadav,119,Arshdeep,3,Suryakumar Yadav,13,87,19,Clear
652,2022,1/13/2020,Chinnaswamy,CSK,PBKS,PBKS,Bat,CSK,208,160,Shubman Gill,119,Chahal,6,KL Rahul,22,67,12,Clear
653,2023,1/14/2020,Chinnaswamy,SRH,GT,SRH,Bat,SRH,155,117,KL Rahul,53,Rashid Khan,5,KL Rahul,14,107,13,Sunny
654,2024,1/15/2020,Eden Gardens,DC,RR,RR,Bat,RR,187,202,Suryakumar Yadav,31,Rabada,2,MS Dhoni,22,46,18,Sunny
655,2025,1/16/2020,Wankhede,GT,RCB,RCB,Bat,RCB,130,150,Rashid Khan,59,Shami,3,Rohit Sharma,14,51,16,Clear
656,2018,1/17/2020,Chinnaswamy,PBKS,SRH,SRH,Field,SRH,126,189,KL Rahul,105,Bumrah,5,KL Rahul,10,119,17,Cloudy
657,2019,1/18/2020,Narendra Modi,LSG,RR,RR,Bat,LSG,234,154,Yuzvendra Chahal,80,Bumrah,3,Shubman Gill,23,73,9,Cloudy
658,2020,1/19/2020,Narendra Modi,RCB,SRH,RCB,Bat,RCB,239,101,Rashid Khan,32,Siraj,4,Rashid Khan,20,109,22,Sunny
659,2021,1/20/2020,Narendra Modi,PBKS,GT,PBKS,Field,PBKS,227,137,KL Rahul,126,Rashid Khan,2,KL Rahul,24,117,14,Cloudy
660,2022,1/21/2020,Chepauk,RCB,RR,RCB,Field,RCB,143,127,Rashid Khan,41,Bumrah,5,Rashid Khan,18,40,18,Clear
661,2023,1/22/2020,Eden Gardens,DC,SRH,DC,Field,DC,189,153,Suryakumar Yadav,128,Rabada,1,Suryakumar Yadav,11,116,9,Sunny
662,2024,1/23/2020,Arun Jaitley,SRH,DC,DC,Field,SRH,218,118,Virat Kohli,69,Rashid Khan,5,Virat Kohli,21,81,12,Cloudy
663,2025,1/24/2020,Chinnaswamy,GT,RCB,GT,Field,GT,165,115,Yuzvendra Chahal,94,Shami,5,Yuzvendra Chahal,15,56,10,Cloudy
664,2018,1/25/2020,Eden Gardens,RR,KKR,KKR,Bat,RR,196,128,Jos Buttler,86,Arshdeep,1,Jos Buttler,24,98,14,Clear
665,2019,1/26/2020,Chinnaswamy,SRH,DC,SRH,Field,DC,140,183,Shubman Gill,66,Shami,1,Rashid Khan,18,79,15,Cloudy
666,2020,1/27/2020,Eden Gardens,DC,RCB,DC,Field,DC,177,162,Jasprit Bumrah,110,Shami,2,Jasprit Bumrah,12,84,14,Sunny
667,2021,1/28/2020,Wankhede,MI,GT,MI,Bat,GT,193,221,Rashid Khan,32,Siraj,6,Shubman Gill,18,109,19,Cloudy
668,2022,1/29/2020,Arun Jaitley,RCB,LSG,LSG,Field,RCB,159,126,Jasprit Bumrah,93,Siraj,3,Jasprit Bumrah,21,77,16,Sunny
669,2023,1/30/2020,Wankhede,LSG,RR,RR,Field,RR,176,182,Jos Buttler,109,Rashid Khan,6,Jos Buttler,10,101,22,Cloudy
670,2024,1/31/2020,Arun Jaitley,GT,SRH,GT,Bat,GT,209,101,Yuzvendra Chahal,100,Arshdeep,3,Yuzvendra Chahal,8,93,22,Cloudy
671,2025,2/1/2020,Eden Gardens,MI,LSG,MI,Bat,LSG,132,145,Rashid Khan,124,Arshdeep,3,Virat Kohli,12,99,19,Clear
672,2018,2/2/2020,Eden Gardens,DC,CSK,DC,Field,DC,159,106,Rohit Sharma,118,Bumrah,6,Rohit Sharma,8,99,14,Cloudy
673,2019,2/3/2020,Chinnaswamy,RR,RCB,RR,Bat,RR,190,116,Virat Kohli,51,Siraj,5,Virat Kohli,18,83,22,Cloudy
674,2020,2/4/2020,Narendra Modi,LSG,GT,GT,Field,LSG,221,160,Yuzvendra Chahal,79,Arshdeep,4,Yuzvendra Chahal,20,69,9,Clear
675,2021,2/5/2020,Arun Jaitley,SRH,KKR,SRH,Bat,SRH,155,125,Jos Buttler,37,Bumrah,3,Jos Buttler,10,50,21,Sunny
676,2022,2/6/2020,Chepauk,SRH,LSG,LSG,Bat,SRH,205,144,Rashid Khan,117,Shami,3,Rashid Khan,20,79,8,Sunny
677,2023,2/7/2020,Narendra Modi,CSK,GT,CSK,Field,CSK,225,185,Jasprit Bumrah,86,Siraj,1,KL Rahul,22,74,15,Cloudy
678,2024,2/8/2020,Wankhede,SRH,LSG,SRH,Field,SRH,169,135,Jasprit Bumrah,51,Siraj,3,Rohit Sharma,14,68,10,Sunny
679,2025,2/9/2020,Arun Jaitley,CSK,KKR,KKR,Field,KKR,124,224,Suryakumar Yadav,130,Chahal,4,Suryakumar Yadav,23,84,19,Clear
680,2018,2/10/2020,Chepauk,KKR,DC,KKR,Bat,KKR,152,108,Suryakumar Yadav,45,Siraj,2,MS Dhoni,10,82,14,Sunny
681,2019,2/11/2020,Narendra Modi,LSG,DC,LSG,Field,LSG,158,109,Virat Kohli,49,Bumrah,4,Virat Kohli,19,92,22,Sunny
682,2020,2/12/2020,Eden Gardens,PBKS,SRH,PBKS,Bat,PBKS,166,166,KL Rahul,126,Siraj,3,KL Rahul,17,65,9,Sunny
683,2021,2/13/2020,Chepauk,PBKS,RCB,PBKS,Field,RCB,214,223,Jasprit Bumrah,53,Rashid Khan,4,Jasprit Bumrah,18,68,17,Sunny
684,2022,2/14/2020,Chepauk,CSK,RR,CSK,Bat,CSK,229,182,MS Dhoni,116,Siraj,5,MS Dhoni,14,56,10,Sunny
685,2023,2/15/2020,Chepauk,PBKS,GT,PBKS,Field,PBKS,222,130,Yuzvendra Chahal,128,Chahal,6,Yuzvendra Chahal,13,103,9,Cloudy
686,2024,2/16/2020,Chinnaswamy,DC,MI,MI,Field,MI,141,153,Yuzvendra Chahal,72,Chahal,2,Yuzvendra Chahal,8,108,11,Cloudy
